-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
-1,-1,-1,-1,-1,-1,-1,-1,8,9,10,-1,-1,-1,-1,-1,5,18,17,5
-1,-1,-1,-1,27,28,29,30,27,27,27,-1,-1,-1,-1,11,2,2,2,0
-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,12,1,1,2,2
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27,13,2,3,3,2,2
3,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,14,2,4,4,2,2
1,-1,-1,-1,-1,-1,27,27,27,27,-1,-1,-1,-1,15,2,2,2,2,2
2,0,0,0,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
2,2,2,2,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2
