-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,27,27,-1,-1,-1,-1,-1,27,27,-1,-1,-1,-1,86,94
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,93
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,29
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27,-1,-1,38,29
-1,-1,27,27,-1,-1,-1,-1,27,27,-1,-1,-1,-1,-1,-1,-1,-1,39,29
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,29,29
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,29,29
27,86,27,27,-1,-1,-1,27,27,87,87,87,87,87,87,87,87,29,29,29
-1,-1,-1,-1,-1,-1,-1,30,30,91,91,91,91,91,91,91,91,29,29,29
-1,-1,-1,-1,-1,-1,-1,29,29,91,91,91,91,91,91,91,91,29,29,29
87,27,87,87,87,86,86,31,31,91,91,91,91,91,91,91,91,29,29,29
91,28,91,91,91,91,91,28,28,91,91,91,91,91,91,91,91,29,29,29
